MKT,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,EQ,BOHRAIND,BOHRA INDUSTRIES LIMITED,        13.50,        13.02,        14.25,        13.02,        13.34,                   169940.74,12551,N, ,48,        26.66,        11.60
N,EQ,BOMDYEING,BOMBAY DYEING & MFG. CO L,       107.16,       107.10,       108.00,       106.82,       107.55,                 31253916.64,290843,N, ,3708,       191.00,        92.00
N,EQ,BONLON,BONLON INDUSTRIES LIMITED,        38.81,        38.06,        38.06,        35.00,        37.07,                   715613.38,19642,N, ,262,        57.00,        34.51
N,EQ,BORANA,BORANA WEAVES LIMITED,       303.05,       305.00,       310.95,       297.85,       299.50,                  8888599.35,29492,N, ,654,       420.00,       215.35
N,EQ,BOROLTD,BOROSIL LIMITED,       246.76,       248.30,       255.10,       246.84,       253.40,                 28264200.15,111949,N, ,2663,       397.95,       213.73
N,EQ,BORORENEW,BOROSIL RENEWABLES LTD,       446.00,       440.45,       456.40,       439.30,       449.35,                426305825.00,947704,N, ,41373,       721.00,       374.40
N,EQ,BOROSCI,BOROSIL SCIENTIFIC LTD,       118.52,       117.00,       121.27,       117.00,       118.29,                  4058979.82,34041,N, ,820,       180.80,        96.64
N,EQ,BOSCH-HCIL,BOSCH HOME COMFRT IND LTD,      1674.20,      1680.20,      1698.00,      1655.10,      1668.30,                 16084824.20,9583,N, ,1093,      1891.30,      1021.30
N,EQ,BPL,BPL LTD,        46.73,        47.40,        47.40,        45.70,        45.85,                  1299933.70,28147,N, ,731,        89.32,        37.61
N,EQ,BPLPHARMA,BHARAT PARENTERALS LTD.,      1509.80,      1549.20,      1549.20,      1504.90,      1534.00,                    48563.40,32,N, ,12,      1649.00,      1125.70
N,SM,BRACEPORT,BRACE PORT LOGISTICS LTD,        53.90,        54.20,        54.20,        52.00,        52.00,                   338880.00,6400,N, ,4,        98.80,        42.90
N,EQ,BRAHMINFRA,BRAHMAPUTRA INFRA L,       155.58,       161.88,       161.88,       155.01,       159.63,                  1999273.04,12592,N, ,401,       184.00,       142.10
N,SM,BRANDMAN,BRANDMAN RETAIL LIMITED,       163.90,       164.95,       164.95,       164.00,       164.00,                   263160.00,1600,N, ,2,       243.80,       109.35
N,EQ,BRIGADE,BRIGADE ENTER. LTD,       626.85,       627.00,       636.80,       618.60,       620.90,                162937223.50,260372,N, ,17939,      1069.35,       493.05
N,EQ,BRIGHOTEL,BRIGADE HOTEL VENTURE LTD,        55.85,        56.12,        57.29,        55.00,        56.52,                  6827922.18,121720,N, ,3295,        88.27,        54.36
N,EQ,BRIGHTBR,BRIGHT BROTHERS LTD.,       252.00,       252.00,       252.00,       245.00,       245.00,                   115841.15,472,N, ,22,       270.00,       210.00
N,EQ,BRNL,BHARAT ROAD NETWORK LTD,        16.24,        16.00,        16.90,        16.00,        16.41,                   216211.12,13206,N, ,189,        26.50,        16.00
N,EQ,BROOKS,BROOKS LAB LIMITED,        61.02,        62.99,        62.99,        58.22,        61.23,                  1677143.43,27597,N, ,384,       163.90,        36.30
N,EQ,BSE,BSE LIMITED,      3240.00,      3255.00,      3303.00,      3232.20,      3259.00,               9055427346.40,2770028,N, ,116540,      4446.80,      2021.50
N,EQ,BSHSL,BOMBAY SUPER HYBRID SEEDS,        84.78,        84.36,        91.80,        83.78,        88.25,                   502761.83,5728,N, ,135,       139.00,        59.16
N,EQ,BSL,BSL LTD,       117.97,       119.99,       119.99,       116.80,       117.32,                    75723.38,641,N, ,40,       205.00,        98.00
N,EQ,BSLGOLDETF,ADITYBIRLA SL GOLD ETF-GR,       132.90,       132.59,       133.03,       131.70,       132.57,                 38410351.61,290109,N, ,2507,       155.99,        95.63
N,EQ,BSOFT,BIRLASOFT LIMITED,       281.25,       282.40,       286.95,       281.65,       283.80,                292998919.45,1029959,N, ,31309,       474.00,       270.20
N,EQ,BTML,BODHI TREE MULTIMEDIA LTD,         7.57,         7.57,         7.88,         7.02,         7.25,                  9122142.67,1256315,N, ,1414,        10.50,         5.06
N,EQ,BUILDPRO,SHANKARA BUILDPRO LIMITED,      1271.00,      1271.00,      1276.00,      1238.20,      1244.90,                 22804103.00,18237,N, ,1624,      1380.00,       636.00
N,EQ,BUTTERFLY,BTRFLY GANDHI APPL LTD,       576.85,       576.75,       590.00,       572.55,       578.85,                  5613779.50,9658,N, ,686,       823.85,       565.80
N,EQ,BVCL,BARAK VALLEY CEM. LTD.,        40.71,        40.39,        42.08,        40.39,        40.89,                   459427.25,11268,N, ,163,        59.00,        31.20
N,SM,C2C,C2C ADVANCED SYSTEMS LTD,       212.20,       211.50,       218.00,       205.60,       210.65,                 12382320.00,58650,N, ,271,       814.00,       197.00
N,EQ,CAMLINFINE,CAMLIN FINE SCIENCES LTD,        98.12,        98.12,       102.87,        98.12,        99.63,                106887875.02,1064616,N, ,10347,       235.00,        96.21
N,EQ,CAMPUS,CAMPUS ACTIVEWEAR LIMITED,       211.47,       211.47,       213.12,       210.00,       211.98,                 56965193.55,269576,N, ,13727,       289.05,       207.92
N,EQ,CAMS,COMPUTER AGE MNGT SER LTD,       705.70,       706.35,       718.80,       704.50,       714.95,                930140129.20,1304374,N, ,50059,      4147.00,       611.40
N,SM,CANARYS,CANARYS AUTOMATIONS LTD,        23.15,        23.15,        24.00,        22.85,        23.75,                  1395600.00,60000,N, ,12,        35.20,        14.60
N,EQ,CANFINHOME,CAN FIN HOMES LTD,       771.95,       773.10,       784.60,       770.75,       774.40,                145244870.55,186251,N, ,7956,       971.50,       738.30
N,EQ,CANHLIFE,CANARA HSBC LIFE INS CO L,       153.92,       154.00,       156.29,       152.62,       155.36,                 56146847.60,363145,N, ,8043,       166.69,       106.00
N,EQ,CANTABIL,CANTABIL RETAIL LTD,       238.95,       239.44,       245.00,       238.03,       243.00,                 35758897.42,147281,N, ,2646,       321.50,       208.50
N,EQ,CAPACITE,CAPACITE INFRAPROJECT LTD,       186.88,       187.01,       194.50,       185.32,       192.73,                 39402123.73,206508,N, ,5148,       334.00,       180.00
N,EQ,CAPILLARY,CAPILLARY TECHNO INDIA L,       452.05,       451.00,       453.95,       444.30,       448.95,                 54567975.75,121509,N, ,4694,       798.95,       438.15
N,IV,CAPINVIT,CAPITAL INFRA TRUST,        76.88,        77.18,        77.25,        76.60,        76.81,                 11811177.39,153603,N, ,2424,        79.99,        67.00
N,EQ,CAPITALSFB,CAPITAL SMALL FIN BANK L,       273.25,       275.85,       284.00,       272.05,       279.90,                  4214166.65,15202,N, ,617,       323.70,       206.55
N,EQ,CAPLIPOINT,CAPLIN POINT LAB LTD.,      2583.00,      2586.60,      2629.80,      2579.30,      2596.60,                177847989.30,68353,N, ,10520,      2877.30,      1500.30
N,EQ,CARBORUNIV,CARBORUNDUM UNIVERSAL LTD,      1051.60,      1053.90,      1094.90,      1045.10,      1083.60,                244546193.60,226913,N, ,26234,      1306.90,       735.20
N,EQ,CARERATING,CARE RATINGS LIMITED,      1652.50,      1642.70,      1675.00,      1636.10,      1643.70,                 36428607.20,22029,N, ,3844,      1838.00,      1392.70
N,EQ,CARRARO,CARRARO INDIA LIMITED,       508.85,       509.70,       524.00,       506.95,       515.05,                184208527.65,357858,N, ,4193,       667.55,       416.00
N,EQ,CARTRADE,CARTRADE TECH LIMITED,      2885.30,      2889.90,      2959.60,      2876.80,      2938.00,                573410514.30,196278,N, ,27597,      3290.50,      1600.00
N,EQ,CARYSIL,CARYSIL LIMITED,      1118.40,      1118.40,      1136.00,      1108.00,      1111.10,                 45782237.40,41001,N, ,3963,      1280.90,       732.10
N,EQ,CASTROLIND,CASTROL INDIA LIMITED,       188.84,       189.40,       192.87,       188.80,       191.72,                941235282.63,4924285,N, ,45989,       210.75,       170.10
N,SM,CBAZAAR,NET AVENUE TECHNOLOGIES L,         4.60,         4.70,         4.70,         4.70,         4.70,                    37600.00,8000,N, ,1,         6.55,         3.05
N,EQ,CCAVENUE,AVENUESAI LIMITED,        15.32,        15.32,        16.86,        15.26,        16.32,                756656157.70,46480923,N, ,141618,        20.50,        12.92
N,EQ,CCCL,CONS. CONST. CONSORT LTD,        13.61,        13.50,        14.06,        13.50,        13.69,                  3077934.88,223283,N, ,443,        28.87,        12.76
N,EQ,CCHHL,COUNTRY CLUB HOSP HOL LTD,        12.50,        12.42,        13.00,        12.42,        12.86,                   171955.91,13409,N, ,113,        19.50,        10.03
N,EQ,CCL,CCL PRODUCTS (I) LTD,      1065.50,      1060.00,      1070.30,      1052.00,      1062.30,                120059084.30,112984,N, ,15648,      1242.20,       815.50
N,EQ,CDSL,CENTRAL DEPO SER (I) LTD,      1299.00,      1299.00,      1357.50,      1296.30,      1349.40,               2448339119.50,1823018,N, ,53787,      1673.70,      1116.30
N,EQ,CEATLTD,CEAT LIMITED,      3305.60,      3320.00,      3442.00,      3290.00,      3431.10,                398862297.20,117834,N, ,18040,      4438.00,      3061.20
N,EQ,CEIGALL,CEIGALL INDIA LIMITED,       386.80,       386.00,       392.35,       383.85,       390.00,                110295748.10,283457,N, ,6551,       405.70,       222.61
N,EQ,CEINSYS,CEINSYS TECH LIMITED,       673.05,       672.00,       695.70,       671.00,       684.30,                 65685424.35,95879,N, ,6334,      1249.90,       665.00
N,EQ,CELEBRITY,CELEBRITY FASHIONS LTD,         6.73,         6.90,         6.90,         6.65,         6.79,                    62932.81,9287,N, ,63,        13.25,         5.65
N,SM,CELLECOR,CELLECOR GADGETS LIMITED,        30.45,        30.55,        31.00,        29.85,        30.65,                 16330800.00,534000,N, ,74,        43.85,        21.80
N,EQ,CELLO,CELLO WORLD LIMITED,       323.40,       324.00,       330.35,       323.00,       327.60,                 48033459.80,146537,N, ,8059,       673.80,       319.45
N,EQ,CEMPRO,CEMINDIA PROJECTS LIMITED,      1235.10,      1235.10,      1266.80,      1226.80,      1255.10,                165592493.20,131962,N, ,14340,      1649.20,       503.30
N,EQ,CENTENKA,CENTURY ENKA LTD,       561.45,       561.50,       571.45,       557.05,       564.40,                 17332394.80,30676,N, ,2217,       671.65,       371.20
N,EQ,CENTEXT,CENTURY EXTRUSIONS LTD,        19.49,        19.47,        19.64,        18.91,        19.05,                  4071547.03,213144,N, ,951,        34.75,        15.67
N,EQ,CENTRALBK,CENTRAL BANK OF INDIA,        30.39,        30.37,        30.65,        30.12,        30.40,                125677084.12,4138533,N, ,12332,        40.92,        29.32
N,EQ,CENTRUM,CENTRUM CAPITAL LIMITED,        21.52,        21.21,        22.80,        21.21,        22.25,                  2519393.17,115717,N, ,425,        38.50,        19.66
N,EQ,CENTUM,CENTUM ELECTRONICS LTD,      4276.10,      4327.90,      4448.00,      4297.40,      4343.40,                272968912.20,62333,N, ,18265,      4450.00,      2044.20
N,EQ,CENTURYPLY,CENTURY PLYBOARDS (I) LTD,       719.90,       724.75,       724.75,       714.35,       718.95,                  7156609.05,9957,N, ,1183,       859.00,       618.50
N,EQ,CERA,CERA SANITARYWARE LTD,      5646.00,      5625.00,      5646.00,      5576.00,      5592.00,                 20651312.00,3685,N, ,1031,      6740.00,      4461.10
N,EQ,CESC,CESC LTD,       141.67,       141.65,       143.21,       140.88,       141.56,                172902307.70,1220274,N, ,21397,       204.50,       138.12
N,EQ,CEWATER,CONCORD ENVIRO SYSTEMS L,       259.35,       259.35,       262.30,       255.00,       256.50,                 10908736.15,42259,N, ,1938,       539.90,       235.00
N,EQ,CGCL,CAPRI GLOBAL CAPITAL LTD,       256.65,       256.95,       266.40,       256.65,       262.35,                679522501.00,2591024,N, ,41101,       287.45,       151.10
N,SM,CGRAPHICS,CREATIVE GRAPHICS S IND L,       138.65,       139.00,       139.50,       137.15,       137.65,                  1438840.00,10400,N, ,13,       246.00,       122.00
N,EQ,CGVAK,C G V A K SOFTWARE & EX L,       144.11,       147.90,       147.90,       142.52,       146.50,                    39089.00,271,N, ,24,       163.70,       127.00
N,EQ,CHALET,CHALET HOTELS LIMITED,       844.10,       840.00,       855.80,       840.00,       842.30,                 23844950.65,28195,N, ,5864,      1070.10,       691.35
N,EQ,CHAMBLFERT,CHAMBAL FERTILIZERS LTD,       409.10,       407.50,       416.00,       407.50,       413.90,                107926554.55,261042,N, ,14540,       559.00,       399.75
N,SM,CHAMUNDA,CHAMUNDA ELECTRICAL LTD,        43.00,        45.00,        45.00,        43.00,        43.00,                   264000.00,6000,N, ,2,        59.00,        38.00
N,SM,CHANDAN,CHANDAN HEALTHCARE LTD,       204.30,       210.00,       211.70,       196.00,       197.85,                  7464400.00,36800,N, ,44,       358.00,       185.40
N,SM,CHAVDA,CHAVDA INFRA LIMITED,       123.45,       123.00,       123.00,       120.50,       120.50,                  1094650.00,9000,N, ,9,       148.00,        80.60
N,EQ,CHEMBOND,CHEMBOND MATERIALTECH LTD,       190.06,       197.44,       203.99,       185.03,       196.18,                  2055410.98,10490,N, ,496,       236.80,       105.15
N,EQ,CHEMCRUX,CHEMCRUX ENTERPRISES LTD.,        81.14,        81.50,        82.80,        79.00,        82.70,                   155436.41,1924,N, ,110,        89.29,        78.05
N,EQ,CHEMFAB,CHEMFAB ALKALIS LIMITED,       358.00,       355.00,       370.10,       350.60,       356.15,                  1043496.95,2925,N, ,193,       703.00,       290.35
N,EQ,CHEMPLASTS,CHEMPLAST SANMAR LIMITED,       166.12,       166.12,       169.47,       165.01,       167.80,                 27560353.75,164603,N, ,4728,       451.30,       161.00
N,EQ,CHENNPETRO,CHENNAI PETROLEUM CORP LT,      1456.00,      1456.00,      1519.60,      1402.00,      1414.10,               2723393494.20,1890830,N, ,80725,      1677.50,       716.80
N,SM,CHETANA,CHETANA EDUCATION LIMITED,        41.00,        41.00,        41.00,        41.00,        41.00,                   131200.00,3200,N, ,2,        76.00,        30.10
N,EQ,CHEVIOT,CHEVIOT COMPANY LIMITED,      1175.10,      1169.20,      1175.10,      1160.20,      1161.50,                   712159.70,611,N, ,143,      1370.50,       898.00
N,EQ,CHOICEGOLD,CHOICEAMC - CHOICEGOLD,       150.06,       149.90,       149.90,       147.52,       149.30,                   654144.26,4383,N, ,133,       175.49,       115.79
N,EQ,CHOICEIN,CHOICE INTERNATIONAL LTD,       725.65,       725.50,       742.00,       721.60,       738.00,                366204740.25,500717,N, ,8873,       860.50,       568.70
N,EQ,CHOLAHLDNG,CHOLAMANDALAM FIN HOL LTD,      1512.40,      1525.60,      1537.50,      1472.00,      1499.20,                374991841.60,250938,N, ,17676,      2064.00,      1305.00
N,EQ,CIEINDIA,CIE AUTOMOTIVE INDIA LTD,       375.80,       375.80,       389.00,       372.70,       385.70,                107335986.70,280016,N, ,13954,       526.00,       366.90
N,EQ,CIFL,CAPITAL INDIA FINANCE LTD,        20.20,        20.95,        20.95,        19.56,        20.03,                  8484953.49,422331,N, ,876,        39.69,        18.56
N,EQ,CINELINE,CINELINE INDIA LIMITED,        89.96,        90.10,        95.00,        89.87,        92.95,                  2082351.17,22444,N, ,396,       104.40,        73.35
N,EQ,CINEVISTA,CINEVISTA LIMITED,        13.88,        13.95,        14.50,        13.82,        13.94,                   178514.29,12684,N, ,157,        22.80,        12.16
N,IV,CITIUSINVT,CITIUS TRANSNET INV TRUST,       115.84,       115.84,       116.10,       115.00,       115.50,                  2309478.90,19986,N, ,127,       117.45,       101.50
N,SM,CKKRETAIL,C K K RETAIL MART LIMITED,       150.00,       169.00,       173.45,       151.20,       170.20,                 19181400.00,116000,N, ,123,       265.25,       112.20
N,SM,CLASSICEIL,CLASSIC ELECTRODE (IND) L,        51.00,        51.00,        51.00,        51.00,        51.00,                    81600.00,1600,N, ,1,       113.90,        34.75
N,SM,CLAYCRAFT,CLAY CRAFT INDIA LIMITED,       152.80,       153.10,       153.10,       146.60,       147.60,                  8484120.00,56400,N, ,72,       224.00,       146.60
N,EQ,CLEAN,CLEAN SCIENCE & TECH LTD,       820.00,       821.80,       834.80,       816.40,       828.15,                114230034.00,138156,N, ,8910,      1212.00,       652.00
N,EQ,CLEANMAX,CLEAN MAX ENVIRO EN SOL L,      1286.80,      1289.80,      1328.00,      1281.00,      1291.10,                170932005.30,131355,N, ,22051,      1536.00,       727.10
N,EQ,CLEDUCATE,CL EDUCATE LIMITED,        56.94,        56.94,        57.00,        54.23,        54.63,                   442059.58,7972,N, ,248,       105.67,        35.48
N,EQ,CLSEL,CHAMAN LAL SETIA EXP LTD,       298.25,       292.00,       297.85,       290.10,       295.55,                 17056291.75,57992,N, ,2571,       324.80,       203.75
N,EQ,CMLL,CALIBER MINING AND LOG L,       475.40,       477.90,       485.75,       470.05,       482.70,                 96311790.55,201349,N, ,6071,       624.40,       460.00
N,SM,CMNL,CHAMAN METALLICS LIMITED,       114.95,       110.15,       114.90,       110.15,       114.90,                   168787.50,1500,N, ,2,       183.90,        90.00
N,EQ,CMPDI,CENTRAL MINE P N D INST L,       203.77,       203.25,       207.70,       201.84,       205.69,                316452728.33,1543775,N, ,17996,       283.69,       150.16
N,EQ,CMRGREEN,CMR GREEN TECHNOLOGIES L,       211.91,       212.00,       215.19,       211.91,       213.26,                 33899027.15,158680,N, ,6750,       268.96,       205.25
N,SM,CMRSL,CYBER MEDIA RES & SER LTD,        74.10,        70.40,        70.40,        70.40,        70.40,                    56320.00,800,N, ,1,        96.75,        52.45
N,EQ,CMSINFO,CMS INFO SYSTEMS LIMITED,       232.39,       237.00,       237.00,       228.28,       231.04,                190317686.11,818063,N, ,18785,       427.00,       220.99
N,EQ,CNL,CREATIVE NEWTECH LIMITED,      1065.50,      1059.00,      1116.00,      1055.60,      1078.90,                 10320696.90,9593,N, ,972,      1328.00,       525.00
N,EQ,COASTCORP,COASTAL CORPORATION LTD,        36.18,        36.20,        37.93,        35.20,        35.46,                  5810829.12,161397,N, ,1592,        66.70,        32.50
N,EQ,COCHINSHIP,COCHIN SHIPYARD LIMITED,      1319.00,      1312.00,      1349.90,      1310.10,      1334.30,               1030187153.90,778679,N, ,27015,      1979.90,      1187.00
N,EQ,COCKERILL,JOHN COCKERILL INDIA LTD.,      7877.50,      7885.00,      8090.00,      7848.00,      8029.00,                 39232506.00,4903,N, ,1369,     10871.50,      4955.00
N,EQ,COFFEEDAY,COFFEE DAY ENTERPRISE LTD,        30.40,        30.50,        31.00,        30.41,        30.86,                 11219459.50,365413,N, ,1184,        46.57,        21.00
N,EQ,COFORGE,COFORGE LIMITED,      1766.70,      1766.80,      1797.40,      1759.40,      1793.00,               2321929536.60,1305465,N, ,56667,      2021.20,      1008.10
N,EQ,COHANCE,COHANCE LIFESCIENCES LTD,       432.95,       435.00,       446.50,       428.05,       439.95,                507841976.55,1164491,N, ,40351,       996.00,       266.70
N,EQ,COLPAL,COLGATE PALMOLIVE LTD.,      1860.00,      1861.00,      1886.00,      1840.00,      1840.30,                777050271.50,416358,N, ,22914,      2379.20,      1782.00
N,EQ,COMFINTE,COMFORT INTECH LTD.,         5.88,         5.88,         6.07,         5.82,         5.99,                   744038.89,124549,N, ,288,         9.19,         5.21
N,EQ,COMPEAU,COMPETENT AUTOMOB CO. L,       360.40,       360.40,       366.00,       360.00,       360.00,                   195541.90,541,N, ,19,       420.00,       314.30
N,EQ,COMPUSOFT,COMPUCOM SOFTWARE LTD,        12.84,        13.08,        13.08,        12.80,        12.94,                   275642.02,21394,N, ,89,        20.50,        12.00
N,EQ,COMSYN,COMMERCIAL SYN BAGS LTD,       294.75,       299.00,       303.20,       291.00,       293.00,                 34623641.35,117045,N, ,2918,       314.85,       136.44
N,EQ,CONCOR,CONTAINER CORP OF IND LTD,       488.80,       487.00,       494.00,       485.00,       488.15,                387038620.20,791185,N, ,16441,       569.80,       421.45
N,EQ,CONCORDBIO,CONCORD BIOTECH LIMITED,      1453.80,      1446.00,      1473.80,      1442.20,      1461.10,                123558554.10,84587,N, ,11331,      1704.00,       987.00
N,EQ,CONFIPET,CONFIDENCE PETRO IND LTD.,        86.58,        86.50,        88.59,        85.50,        86.76,                125581394.16,1445669,N, ,13543,        91.65,        28.06
N,SM,CONNPLEX,CONNPLEX CINEMAS LIMITED,       253.00,       257.50,       258.95,       250.00,       250.30,                 12977040.00,51200,N, ,49,       311.90,       188.40
N,SM,CONTI,CONTINENTAL SEED CHEM LTD,        11.10,        10.55,        10.55,        10.55,        10.55,                   105489.45,9999,N, ,3,        27.00,        10.15
N,EQ,CONTROLPR,CONTROL PRINT LIMITED,       591.50,       594.00,       610.00,       592.00,       603.50,                 63070112.60,104231,N, ,4239,       899.00,       517.00
N,SM,COOLCAPS,COOL CAPS INDUSTRIES LTD,        25.15,        25.10,        26.80,        24.50,        26.00,                  4055750.00,157500,N, ,92,       109.00,        19.00
N,EQ,CORALFINAC,CORAL INDIA FIN & HOUS LT,        32.40,        32.40,        33.10,        32.20,        32.35,                   253664.32,7851,N, ,85,        50.90,        25.01
N,EQ,CORDELIA,WATERWAYS LEISURE TOUR L,       108.19,       108.19,       111.88,       107.04,       109.68,                143680324.03,1309194,N, ,15398,      1054.70,        99.80
N,EQ,CORDSCABLE,CORDS CABLE INDUS LTD.,       348.25,       351.70,       369.00,       340.25,       355.30,                 36456679.75,101846,N, ,3593,       394.90,       127.01
N,EQ,COROMANDEL,COROMANDEL INTERNTL. LTD,      1937.80,      1936.00,      1947.30,      1922.00,      1929.80,                231850564.80,120177,N, ,13436,      2499.00,      1706.50
N,EQ,CORONA,CORONA REMEDIES LIMITED,      2143.60,      2160.00,      2184.00,      2133.10,      2169.60,                 29209006.20,13543,N, ,2546,      2292.40,      1336.60
N,EQ,COSMOFIRST,COSMO FIRST LIMITED,       878.05,       873.95,       888.00,       870.45,       879.90,                 32057883.25,36388,N, ,1903,       996.00,       560.80
N,EQ,CPCAP,CP CAPITAL LIMITED,       140.77,       140.77,       142.00,       139.51,       141.05,                  1732470.75,12304,N, ,446,       149.00,        73.51
N,EQ,CPEDU,CAREER POINT EDUTECH LTD,       174.13,       173.26,       179.00,       173.05,       173.30,                   352113.22,2021,N, ,59,       338.75,       141.00
N,EQ,CPL,CAPTAIN POLYPLAST LIMITED,        62.26,        63.73,        66.47,        63.13,        65.39,                  7805715.87,118614,N, ,375,        75.74,        61.45
N,EQ,CPPLUS,ADITYA INFOTECH LIMITED,      3547.70,      3520.00,      3549.40,      3370.40,      3378.40,               1487016693.50,432389,N, ,42383,      4094.00,      1227.00
N,EQ,CRAFTSMAN,CRAFTSMAN AUTOMATION LTD,     11040.00,     10900.00,     11119.00,     10880.00,     10937.00,                263659700.00,24056,N, ,9606,     11999.00,      6324.00
N,EQ,CRAMC,CANARA ROBECO AMC LIMITED,       228.55,       230.00,       235.45,       228.85,       234.35,                 47492479.90,203836,N, ,5847,       353.40,       214.20
N,EQ,CRAVATEX,CRAVATEX LTD.,       323.10,       334.95,       339.90,       315.00,       337.25,                   699793.55,2104,N, ,42,       372.50,       300.00
N,SM,CRAYONS,CRAYONS ADVERTISING LTD,        22.80,        23.05,        23.05,        23.05,        23.05,                    23050.00,1000,N, ,1,        58.85,        22.80
N,EQ,CREATIVEYE,CREATIVE EYE LIMITED,         5.59,         5.50,         5.93,         5.50,         5.59,                   106858.96,19166,N, ,131,         8.83,         5.16
N,SM,CREDENT,CREDENT CONNECT N CARE L,       336.95,       327.15,       339.90,       324.00,       333.00,                 18777750.00,57000,N, ,83,       380.00,       309.05
N,EQ,CREDITACC,CREDITACCESS GRAMEEN LTD,      1416.50,      1409.20,      1420.00,      1363.30,      1370.80,                242105874.00,175621,N, ,22037,      1634.00,      1113.00
N,EQ,CREST,CREST VENTURES LIMITED,       359.95,       359.00,       380.00,       352.55,       371.00,                   669733.00,1809,N, ,69,       418.00,       298.15
N,EQ,CRESTO,CRESTO TECHNO LIMITED,        16.34,        16.25,        16.25,        15.75,        15.88,                    72398.06,4460,N, ,87,        28.45,        14.35
N,EQ,CRISIL,CRISIL LTD,      4578.80,      4595.00,      4629.50,      4528.30,      4560.00,                 89219281.80,19492,N, ,4955,      5115.00,      3686.00
N,EQ,CRIZAC,CRIZAC LIMITED,       176.02,       175.30,       178.00,       174.72,       176.56,                 21242151.31,120353,N, ,3827,       359.70,       159.95
N,EQ,CROMPTON,CROMPT GREA CON ELEC LTD,       223.40,       223.10,       227.05,       222.74,       225.10,                325409692.29,1444471,N, ,22426,       319.45,       217.40
N,EQ,CROWN,CROWN LIFTERS LIMITED,       107.54,       110.00,       111.40,       108.00,       108.95,                   641339.68,5857,N, ,166,       179.75,       100.11
N,EQ,CSBBANK,CSB BANK LIMITED,       328.75,       322.05,       334.70,       313.00,       328.35,                628468366.35,1959318,N, ,50477,       574.40,       295.00
N,EQ,CSLFINANCE,CSL FINANCE LIMITED,       214.26,       215.34,       222.95,       214.29,       216.92,                  7646778.49,35051,N, ,982,       324.70,       209.70
N,EQ,CSM,CSM TECHNOLOGIES LIMITED,        96.22,        98.90,       103.90,        96.32,       102.64,                175693890.29,1734949,N, ,21838,       113.00,        76.26
N,SM,CSSL,CLEAR SECURED SERVICES L,        88.40,        87.00,        87.00,        87.00,        87.00,                    87000.00,1000,N, ,1,       164.00,        84.05
N,EQ,CUB,CITY UNION BANK LTD,       227.24,       227.00,       237.00,       227.00,       231.82,                472432263.02,2026127,N, ,36296,       324.10,       194.55
N,IV,CUBEINVIT,CUBE HIGHWAYS TRUST,       156.84,       156.41,       157.45,       156.30,       156.49,                126599641.88,808926,N, ,21668,       165.00,       131.00
N,EQ,CUBEXTUB,CUBEX TUBINGS LTD,        75.09,        74.60,        84.90,        74.60,        81.63,                 19816690.84,244471,N, ,2852,       143.69,        73.10
N,EQ,CUPID,CUPID LIMITED,       280.00,       279.00,       281.60,       276.25,       279.15,               1651043770.80,5922526,N, ,51662,       526.95,        74.60
N,EQ,CURAA,CURA TECHNOLOGIES LIMITED,        75.00,        72.01,        73.44,        70.40,        72.94,                    56622.75,784,N, ,23,       235.20,        60.00
N,SM,CURRENT,CURRENT INFRAPROJECTS LTD,        81.00,        81.40,        81.40,        81.40,        81.40,                   130240.00,1600,N, ,1,       163.00,        68.00
N,EQ,CYIENT,CYIENT LIMITED,      1054.50,      1059.60,      1084.00,      1047.10,      1064.00,                356053927.80,332526,N, ,27660,      1284.70,       750.30
N,EQ,CYIENTDLM,CYIENT DLM LIMITED,       867.40,       858.05,       933.80,       855.55,       893.50,                961910702.25,1059462,N, ,60616,      1009.00,       265.20
N,EQ,DABUR,DABUR INDIA LTD,       382.00,       382.40,       386.40,       381.30,       384.55,                586629015.70,1528427,N, ,20773,       542.80,       368.05
N,EQ,DALBHARAT,DALMIA BHARAT LIMITED,      1693.60,      1680.10,      1700.00,      1676.40,      1693.30,                 74288169.40,43925,N, ,13208,      2496.30,      1605.00
N,EQ,DALMIASUG,DALMIA BHARAT SUG IN LTD,       393.10,       393.10,       397.05,       387.80,       390.50,                 39423016.70,100692,N, ,4342,       520.00,       261.40
N,EQ,DAMCAPITAL,DAM CAPITAL ADVISORS LTD,       135.99,       135.86,       139.80,       135.86,       136.73,                 25922099.36,188242,N, ,2644,       286.00,       119.22
N,EQ,DANGEE,DANGEE DUMS LIMITED,         2.73,         2.77,         2.84,         2.69,         2.72,                    56304.21,20661,N, ,99,         5.08,         2.53
N,SM,DANISH,DANISH POWER LIMITED,       915.45,       920.00,       953.00,       910.30,       940.25,                 48384840.00,51450,N, ,138,      1094.90,       550.50
N,EQ,DATAMATICS,DATAMATICS GLOBAL SER LTD,       755.55,       757.60,       764.70,       750.30,       758.35,                 35107147.95,46308,N, ,2804,      1010.00,       632.00
N,EQ,DATAPATTNS,DATA PATTERNS INDIA LTD,      4321.70,      4325.00,      4509.70,      4316.70,      4411.10,               3378687110.40,763376,N, ,78236,      5000.00,      2131.00
