MKT,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
Y, , ,Nifty 50,     23217.60,     23195.25,     23363.55,     23193.65,     23270.60,982222108345.96,4137796796,Y, ,38201956,     26373.20,     22182.55
Y, , ,NIFTY50 EQL Wgt,     31669.65,     31651.90,     31969.35,     31647.85,     31892.30,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NIFTY100 EQL Wgt,     33426.35,     33413.30,     33760.90,     33412.55,     33705.70,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NIFTY100 LowVol30,     19298.70,     19281.75,     19416.85,     19270.80,     19378.85,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NIFTY Alpha 50,     54665.60,     54610.35,     55204.25,     54547.75,     55090.40,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NIFTY MIDCAP 150,     22368.80,     22375.20,     22624.05,     22356.95,     22568.85,0.00,0,Y, ,0,     23647.50,     19218.00
Y, , ,NIFTY SMLCAP 50,      9698.10,      9685.75,      9812.25,      9683.95,      9787.75,0.00,0,Y, ,0,     10067.95,      7338.35
Y, , ,NIFTY SMLCAP 250,     17863.30,     17842.70,     18047.10,     17837.05,     18009.25,0.00,0,Y, ,0,     18551.00,     14143.45
Y, , ,NIFTY MIDSML 400,     20744.90,     20740.55,     20968.85,     20727.60,     20924.90,0.00,0,Y, ,0,     21770.30,     17390.85
Y, , ,NIFTY200 QUALTY30,     19496.35,     19478.50,     19638.25,     19470.80,     19575.40,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty FinSrv25 50,     27291.55,     27243.45,     27534.15,     27222.00,     27394.30,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NIFTY AlphaLowVol,     25954.05,     25955.75,     26180.00,     25944.25,     26101.00,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty200Momentm30,     29703.50,     29716.45,     30156.90,     29692.75,     30130.50,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty100ESGSecLdr,      3883.95,      3881.20,      3911.80,      3880.45,      3895.05,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NIFTY100 ESG,      4807.05,      4802.70,      4847.80,      4801.75,      4830.50,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NIFTY M150 QLTY50,     23207.15,     23210.75,     23420.05,     23188.65,     23397.55,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NIFTY INDIA MFG,     15615.90,     15618.50,     15852.15,     15617.70,     15826.65,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty200 Alpha 30,     25750.15,     25747.75,     26078.85,     25734.00,     26051.65,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NiftyM150Momntm50,     61752.25,     61776.75,     62634.45,     61711.50,     62486.10,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty50 USD,      8383.75,      8383.75,      8459.75,      8360.90,      8403.70,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty IT,     29087.65,     28918.75,     29406.65,     28805.40,     29155.60,0.00,0,Y, ,0,     40301.40,     25699.10
Y, , ,Nifty Next 50,     70368.60,     70374.40,     71188.50,     70372.15,     71144.00,0.00,0,Y, ,0,     75000.40,     59896.10
Y, , ,Nifty Bank,     56292.45,     56126.60,     56570.45,     56038.50,     56055.75,0.00,0,Y, ,0,     61764.85,     49954.85
Y, , ,NIFTY MIDCAP 100,     60874.20,     60890.70,     61593.20,     60850.80,     61432.10,0.00,0,Y, ,0,     64450.90,     52032.85
Y, , ,Nifty 500,     22532.00,     22518.75,     22718.85,     22515.85,     22654.65,0.00,0,Y, ,0,     24144.20,     20385.65
Y, , ,Nifty 100,     24282.95,     24264.30,     24456.25,     24262.90,     24377.75,0.00,0,Y, ,0,     26975.15,     22720.45
Y, , ,Nifty Midcap 50,     17560.10,     17567.25,     17789.80,     17561.60,     17728.75,0.00,0,Y, ,0,     18500.95,     14804.55
Y, , ,Nifty Realty,       822.30,       823.00,       840.20,       820.45,       834.25,0.00,0,Y, ,0,       974.50,       638.65
Y, , ,Nifty Infra,      8908.70,      8929.70,      8997.70,      8929.50,      8969.30,0.00,0,Y, ,0,      9792.60,      8426.65
Y, , ,Nifty Energy,     37183.40,     37209.10,     37428.10,     37203.75,     37381.75,0.00,0,Y, ,0,     41828.55,     32890.30
Y, , ,Nifty FMCG,     45559.00,     45590.20,     45883.15,     45559.25,     45572.70,0.00,0,Y, ,0,     57445.20,     44825.60
Y, , ,Nifty MNC,     31115.00,     31119.65,     31388.20,     31099.50,     31296.30,0.00,0,Y, ,0,     34028.00,     27597.20
Y, , ,Nifty Pharma,     26146.20,     26135.85,     26595.40,     26107.05,     26579.25,0.00,0,Y, ,0,     27188.45,     21149.90
Y, , ,Nifty PSE,      9494.70,      9504.50,      9581.35,      9504.25,      9554.35,0.00,0,Y, ,0,     10839.05,      9342.00
Y, , ,Nifty PSU Bank,      8275.90,      8265.15,      8392.10,      8240.70,      8262.80,0.00,0,Y, ,0,      9918.65,      7241.50
Y, , ,Nifty Serv Sector,     29802.35,     29747.45,     29967.05,     29725.70,     29833.20,0.00,0,Y, ,0,     34549.75,     28232.65
Y, , ,Nifty Auto,     26893.65,     26860.75,     27324.75,     26858.40,     27159.15,0.00,0,Y, ,0,     29865.50,     23560.10
Y, , ,Nifty Metal,     12739.10,     12731.00,     12895.75,     12726.35,     12858.45,0.00,0,Y, ,0,     13931.35,      9871.80
Y, , ,Nifty Media,      1515.05,      1512.75,      1537.60,      1499.75,      1533.15,0.00,0,Y, ,0,      1636.95,      1245.05
Y, , ,NIFTY SMLCAP 100,     19388.30,     19363.60,     19585.15,     19361.95,     19535.70,0.00,0,Y, ,0,     20187.80,     14986.00
Y, , ,Nifty 200,     13481.90,     13474.35,     13590.45,     13473.90,     13548.90,0.00,0,Y, ,0,     14700.95,     12396.10
Y, , ,Nifty Div Opps 50,      5631.80,      5623.35,      5663.15,      5621.70,      5644.40,0.00,0,Y, ,0,      6584.65,      5607.25
Y, , ,Nifty Commodities,      9442.15,      9446.80,      9508.50,      9445.25,      9501.55,0.00,0,Y, ,0,     10569.65,      8875.70
Y, , ,Nifty Consumption,     11361.65,     11362.25,     11481.75,     11361.15,     11428.00,0.00,0,Y, ,0,     12716.20,     10298.50
Y, , ,Nifty Fin Service,     25262.40,     25224.55,     25447.60,     25199.20,     25318.35,0.00,0,Y, ,0,     28562.50,     23373.95
Y, , ,Nifty50 Div Point,       196.79,       196.79,       196.79,       196.79,       196.79,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty100 Liq 15,      7247.55,      7261.15,      7322.60,      7259.70,      7304.90,0.00,0,Y, ,0,      7785.85,      6565.70
Y, , ,Nifty CPSE,      6314.95,      6315.40,      6352.95,      6314.80,      6333.40,0.00,0,Y, ,0,      7593.35,      6101.90
Y, , ,Nifty GrowSect 15,     10967.65,     10936.60,     11054.20,     10935.40,     10988.35,0.00,0,Y, ,0,     12852.45,     10329.35
Y, , ,Nifty50 PR 2x Lev,     11022.85,     11000.15,     11159.65,     11000.00,     11071.70,0.00,0,Y, ,0,     14993.40,     10365.70
Y, , ,Nifty50 PR 1x Inv,       229.55,       229.80,       229.80,       228.15,       229.10,0.00,0,Y, ,0,       236.50,       197.80
Y, , ,Nifty50 TR 2x Lev,     16805.80,     16771.20,     17014.35,     16770.90,     16880.25,0.00,0,Y, ,0,     22435.45,     15547.15
Y, , ,Nifty50 TR 1x Inv,       186.20,       186.40,       186.45,       185.10,       185.80,0.00,0,Y, ,0,       193.35,       161.80
Y, , ,Nifty50 Value 20,     11484.75,     11460.65,     11514.10,     11437.95,     11476.60,0.00,0,Y, ,0,     13684.40,     11424.10
Y, , ,Nifty Mid Liq 15,     16760.95,     16769.15,     16962.05,     16765.15,     16908.35,0.00,0,Y, ,0,     17721.85,     13702.75
Y, , ,Nifty Pvt Bank,     27284.25,     27205.95,     27379.25,     27165.95,     27169.20,0.00,0,Y, ,0,     29748.45,     23957.45
Y, , ,NIFTY100 Qualty30,      5430.65,      5422.85,      5473.60,      5421.00,      5457.80,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty GS 8 13Yr,      3028.35,      3028.91,      3028.93,      3024.27,      3027.13,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty GS 10Yr,      2651.50,      2652.00,      2652.00,      2646.37,      2650.29,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty GS 10Yr Cln,       861.97,       861.97,       861.98,       860.10,       861.40,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty GS 4 8Yr,      3317.21,      3317.81,      3317.82,      3311.82,      3314.00,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty GS 11 15Yr,      3351.91,      3352.55,      3352.82,      3342.52,      3350.08,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty GS 15YrPlus,      3523.65,      3524.38,      3533.10,      3521.51,      3532.06,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty GS Compsite,      3117.72,      3118.31,      3119.51,      3113.32,      3118.09,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NIFTY HEALTHCARE,     16274.65,     16273.25,     16544.45,     16253.35,     16529.15,0.00,0,Y, ,0,     16941.70,     13536.50
Y, , ,NIFTY CONSR DURBL,     37985.95,     37939.60,     38214.40,     37854.15,     38011.20,0.00,0,Y, ,0,     40964.55,     32587.95
Y, , ,NIFTY OIL AND GAS,     10872.45,     10884.75,     10924.90,     10828.60,     10857.35,0.00,0,Y, ,0,     12445.70,     10580.95
Y, , ,NIFTY500 MULTICAP,     16034.80,     16025.15,     16176.20,     16021.55,     16135.15,0.00,0,Y, ,0,     16847.15,     14102.20
Y, , ,NIFTY LARGEMID250,     16120.65,     16116.85,     16270.05,     16111.25,     16224.60,0.00,0,Y, ,0,     17077.75,     14445.65
Y, , ,NIFTY MID SELECT,     14288.45,     14306.25,     14474.25,     14300.45,     14421.85,0.00,0,Y, ,0,     15089.75,     12046.20
Y, , ,NIFTY TOTAL MKT,     12742.05,     12734.25,     12848.70,     12731.75,     12813.20,0.00,0,Y, ,0,     13548.00,     11436.55
Y, , ,NIFTY MICROCAP250,     25743.90,     25714.70,     26027.40,     25672.35,     25962.15,0.00,0,Y, ,0,     26788.95,     18858.50
Y, , ,NIFTY IND DIGITAL,      8505.75,      8495.90,      8546.75,      8464.50,      8512.75,0.00,0,Y, ,0,      9723.25,      7233.65
Y, , ,Nifty Tata 25 Cap,     13876.35,     13842.80,     14150.90,     13836.25,     14015.75,0.00,0,Y, ,0,     15588.85,     13218.65
Y, , ,Nifty MidSml Hlth,     51188.00,     51191.10,     52067.35,     51112.15,     52017.55,0.00,0,Y, ,0,     53054.05,     40352.90
Y, , ,Nifty Multi Mfg,     16168.30,     16164.50,     16394.20,     16164.00,     16368.40,0.00,0,Y, ,0,     17180.30,     14148.20
Y, , ,Nifty Multi Infra,     13937.75,     13955.45,     14093.00,     13949.70,     14050.25,0.00,0,Y, ,0,     14885.80,     12542.85
Y, , ,BHARATBOND-APR30,      1610.19,      1610.52,      1610.52,      1609.95,      1609.95,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,BHARATBOND-APR31,      1456.85,      1457.13,      1457.14,      1457.13,      1457.14,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,BHARATBOND-APR32,      1320.60,      1320.86,      1320.87,      1320.78,      1320.78,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,BHARATBOND-APR33,      1280.18,      1280.44,      1280.44,      1280.44,      1280.44,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Ind Defence,      9129.10,      9136.15,      9294.75,      9128.80,      9271.90,0.00,0,Y, ,0,     10067.20,      7184.90
Y, , ,Nifty Ind Tourism,      7538.25,      7540.60,      7691.05,      7540.60,      7679.05,0.00,0,Y, ,0,      9322.30,      6502.65
Y, , ,Nifty Capital Mkt,      5219.45,      5217.45,      5292.45,      5204.95,      5269.90,0.00,0,Y, ,0,      5697.10,      4111.65
Y, , ,Nifty500Momentm50,     53075.20,     53054.20,     53871.70,     53015.05,     53779.00,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NiftyMS400 MQ 100,     50001.70,     49985.10,     50646.80,     49980.20,     50523.30,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NiftySml250MQ 100,     47706.05,     47655.20,     48304.25,     47649.75,     48137.25,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Top 10 EW,      8328.90,      8315.80,      8366.85,      8310.60,      8329.55,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty AQL 30,     21978.10,     21977.80,     22198.20,     21974.35,     22140.70,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty AQLV 30,     19460.35,     19440.80,     19597.95,     19437.00,     19528.80,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty EV,      3118.10,      3117.40,      3165.80,      3116.10,      3152.55,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty HighBeta 50,      4237.30,      4237.40,      4291.50,      4237.00,      4277.95,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty New Consump,     11587.50,     11588.50,     11708.60,     11576.35,     11654.25,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Corp MAATR,     37247.15,     37221.00,     37597.25,     37219.40,     37500.70,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Low Vol 50,     23577.20,     23566.15,     23796.75,     23559.35,     23739.90,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Mobility,     22346.30,     22366.75,     22707.40,     22364.85,     22620.30,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Qlty LV 30,     16002.10,     15983.75,     16120.30,     15977.90,     16082.25,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Sml250 Q50,     24654.20,     24642.90,     24934.10,     24617.20,     24867.45,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Top 15 EW,      9371.90,      9359.50,      9430.95,      9357.00,      9380.35,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty100 Alpha 30,     17332.05,     17324.55,     17519.65,     17323.35,     17512.65,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty100 Enh ESG,      4839.05,      4834.60,      4879.80,      4833.65,      4862.30,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty200 Value 30,     14459.70,     14457.05,     14546.95,     14449.00,     14498.20,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty500 EW,     14493.80,     14489.70,     14636.15,     14480.75,     14618.90,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Multi MQ 50,     40147.70,     40174.70,     40662.55,     40158.95,     40621.05,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty500 Value 50,     15579.60,     15578.60,     15681.00,     15572.40,     15643.20,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Top 20 EW,      8529.90,      8519.35,      8583.45,      8516.45,      8546.10,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty CoreHousing,     14552.90,     14565.80,     14719.75,     14547.65,     14675.55,0.00,0,Y, ,0,     16610.25,     12788.20
Y, , ,Nifty FinSerExBnk,     30870.50,     30901.60,     31352.60,     30887.40,     31223.70,0.00,0,Y, ,0,     33301.05,     26788.05
Y, , ,Nifty Housing,     11330.55,     11327.85,     11427.70,     11326.40,     11404.50,0.00,0,Y, ,0,     12244.25,     10358.70
Y, , ,Nifty IPO,      2376.10,      2373.50,      2393.55,      2369.65,      2380.90,0.00,0,Y, ,0,      2466.85,      1774.60
Y, , ,Nifty MS Fin Serv,     22185.90,     22176.30,     22423.10,     22137.45,     22291.90,0.00,0,Y, ,0,     23193.65,     17785.60
Y, , ,Nifty MS Ind Cons,     17860.15,     17878.90,     18078.85,     17862.40,     17999.30,0.00,0,Y, ,0,     20135.15,     15614.35
Y, , ,Nifty MS IT Telcm,      9737.25,      9726.05,      9801.10,      9698.20,      9784.00,0.00,0,Y, ,0,     10591.60,      7748.35
Y, , ,Nifty NonCyc Cons,     14667.80,     14681.20,     14809.40,     14678.20,     14735.75,0.00,0,Y, ,0,     16774.20,     13311.10
Y, , ,Nifty Rural,     14659.25,     14665.65,     14809.20,     14663.90,     14759.05,0.00,0,Y, ,0,     16396.40,     13751.35
Y, , ,Nifty Shariah 25,      7594.60,      7589.25,      7685.15,      7586.50,      7648.15,0.00,0,Y, ,0,      8562.10,      7196.60
Y, , ,Nifty Trans Logis,     24878.70,     24886.50,     25304.90,     24885.35,     25183.35,0.00,0,Y, ,0,     27025.05,     21355.40
Y, , ,Nifty50 Shariah,      4076.70,      4066.35,      4112.55,      4062.75,      4094.00,0.00,0,Y, ,0,      4982.45,      4047.20
Y, , ,Nifty500 LMS Eql,     17979.10,     17969.25,     18147.80,     17963.30,     18105.50,0.00,0,Y, ,0,     18831.80,     15495.10
Y, , ,Nifty500 Shariah,      6705.35,      6698.90,      6786.40,      6696.20,      6770.10,0.00,0,Y, ,0,      7291.05,      6162.95
Y, , ,Nifty500 Qlty50,     18829.05,     18826.80,     19008.95,     18806.70,     18954.40,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty500 LowVol50,     21398.45,     21396.00,     21598.85,     21384.20,     21551.40,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty500 MQVLv50,     29682.55,     29679.10,     29912.20,     29664.65,     29862.70,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty500 Flexicap,      9576.95,      9567.15,      9671.80,      9565.75,      9645.10,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty TMMQ 50,     43029.90,     43067.80,     43527.05,     42989.05,     43469.45,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty FPI 150,      1505.10,      1504.55,      1517.90,      1504.55,      1513.65,0.00,0,Y, ,0,      1641.40,      1346.50
Y, , ,Nifty SME Emerge,     14748.50,     14755.20,     14903.25,     14753.40,     14877.05,0.00,0,Y, ,0,     17223.65,     11015.55
Y, , ,Nifty Internet,      1446.60,      1449.45,      1456.55,      1443.10,      1446.55,0.00,0,Y, ,0,      1501.90,      1056.45
Y, , ,Nifty Chemicals,     28752.70,     28767.85,     29071.70,     28766.35,     28966.80,0.00,0,Y, ,0,     31895.45,     24851.65
Y, , ,Nifty Waves,      1843.05,      1846.05,      1869.05,      1837.95,      1859.55,0.00,0,Y, ,0,      2789.80,      1581.05
Y, , ,Nifty InfraLog,     11487.10,     11505.90,     11642.05,     11500.65,     11630.00,0.00,0,Y, ,0,     12549.95,      9210.40
Y, , ,Nifty500 Health,     21291.55,     21292.20,     21643.20,     21264.95,     21616.30,0.00,0,Y, ,0,     21945.75,     16294.60
Y, , ,Nifty RailwaysPSU,      2633.20,      2633.95,      2659.85,      2633.05,      2655.05,0.00,0,Y, ,0,      4005.50,      2601.65
Y, , ,NiftyConglomerate,     14567.90,     14556.65,     14699.25,     14555.45,     14654.60,0.00,0,Y, ,0,     15692.30,     12226.80
Y, , ,Nifty MidSmall 50 50,     20282.75,     20273.90,     20495.95,     20262.80,     20456.20,0.00,0,Y, ,0,     21223.00,     16874.30
Y, , ,Nifty Cement,     13830.70,     13834.70,     13982.35,     13815.75,     13965.35,0.00,0,Y, ,0,     18188.60,     13534.80
Y, , ,Nifty Smallcap 500,     20432.10,     20407.95,     20641.85,     20392.95,     20596.95,0.00,0,Y, ,0,     21203.80,     15960.20
Y, , ,Nifty REITs Realty,      1869.85,      1869.60,      1884.85,      1867.50,      1879.20,0.00,0,Y, ,0,      2012.90,      1632.55
Y, , ,India VIX,13.1675,13.1675,13.1675,12.1375,12.2900,0,0,Y, ,0,28.9075,8.7200
 , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , 
 , , ,NIFTY 50 Sec, , , , , , , , , , , , 
N,EQ,ADANIENT,ADANI ENTERPRISES LIMITED,      2920.00,      2930.10,      2945.00,      2907.00,      2923.20,               1722411174.80,588066,Y, ,28736,      3245.00,      1753.00
N,EQ,ADANIPORTS,ADANI PORT & SEZ LTD,      1723.80,      1731.00,      1738.80,      1725.10,      1738.30,               1372089728.70,791353,Y, ,46496,      1891.10,      1292.00
N,EQ,APOLLOHOSP,APOLLO HOSPITALS ENTER. L,      8696.50,      8707.00,      8799.00,      8686.50,      8768.50,               1676064147.00,191301,Y, ,29442,      9050.00,      6696.50
N,EQ,ASIANPAINT,ASIAN PAINTS LIMITED,      2416.60,      2424.00,      2454.00,      2421.00,      2454.00,               1185136206.80,486007,Y, ,40763,      2985.70,      2115.00
N,EQ,AXISBANK,AXIS BANK LIMITED,      1241.00,      1238.00,      1257.60,      1233.00,      1240.00,               5507035023.40,4413665,Y, ,124164,      1418.30,      1100.00
N,EQ,BAJAJ-AUTO,BAJAJ AUTO LIMITED,     11593.00,     11568.00,     11576.00,     11435.00,     11500.00,               1488616833.00,129351,Y, ,22698,     12470.00,      8491.50
N,EQ,BAJAJFINSV,BAJAJ FINSERV LTD.,      1837.00,      1837.00,      1863.00,      1832.10,      1859.20,                851375663.70,460650,Y, ,38302,      2195.00,      1597.00
N,EQ,BAJFINANCE,BAJAJ FINANCE LIMITED,      1006.20,      1010.00,      1027.90,      1010.00,      1015.00,               4893134995.00,4816547,Y, ,100275,      1176.40,       787.90
N,EQ,BEL,BHARAT ELECTRONICS LTD,       385.75,       387.00,       395.90,       387.00,       395.45,               3077916332.40,7820077,Y, ,85072,       473.45,       380.45
N,EQ,BHARTIARTL,BHARTI AIRTEL LIMITED,      1835.00,      1841.80,      1845.90,      1827.60,      1836.00,               8021221872.20,4368285,Y, ,124838,      2174.50,      1740.50
N,EQ,CIPLA,CIPLA LTD,      1358.00,      1362.50,      1385.00,      1351.60,      1376.30,               1003182854.50,730653,Y, ,25890,      1673.00,      1165.70
N,EQ,COALINDIA,COAL INDIA LTD,       422.25,       421.10,       422.80,       416.55,       418.00,               1395061446.70,3329425,Y, ,62807,       491.25,       369.60
N,EQ,DRREDDY,DR. REDDY S LABORATORIES,      1140.00,      1140.00,      1189.80,      1140.00,      1175.00,               2705906038.20,2311932,Y, ,77314,      1414.90,      1101.00
N,EQ,EICHERMOT,EICHER MOTORS LTD,      7500.00,      7495.00,      7552.50,      7489.00,      7493.50,               1926872034.00,255852,Y, ,22632,      8230.00,      6442.00
N,EQ,ETERNAL,ETERNAL LIMITED,       317.00,       318.30,       327.80,       318.25,       322.35,               8942617735.35,27543143,Y, ,143707,       368.45,       212.60
N,EQ,GRASIM,GRASIM INDUSTRIES LTD,      3187.00,      3190.00,      3205.00,      3159.00,      3173.10,               2349269926.20,738188,Y, ,29919,      3411.10,      2502.50
N,EQ,HCLTECH,HCL TECHNOLOGIES LTD,      1253.00,      1242.20,      1258.30,      1235.30,      1258.30,               1727400531.00,1386250,Y, ,48090,      1780.10,      1030.00
N,EQ,HDFCBANK,HDFC BANK LTD,       721.50,       717.50,       719.40,       713.00,       713.00,              15419192518.00,21543303,Y, ,239093,      1020.50,       681.90
N,EQ,HDFCLIFE,HDFC LIFE INS CO LTD,       530.20,       532.90,       560.95,       529.95,       557.00,               5196679422.85,9374431,Y, ,135905,       796.90,       508.70
N,EQ,HINDALCO,HINDALCO  INDUSTRIES  LTD,       972.70,       972.00,       987.20,       970.50,       980.50,               2670897983.90,2724042,Y, ,60975,      1176.00,       731.95
N,EQ,HINDUNILVR,HINDUSTAN UNILEVER LTD.,      1962.00,      1962.00,      1968.90,      1942.20,      1942.20,               2291642614.00,1171388,Y, ,38583,      2479.60,      1926.20
N,EQ,ICICIBANK,ICICI BANK LTD.,      1358.80,      1352.00,      1363.00,      1347.60,      1347.60,              10651088194.20,7867524,Y, ,119927,      1480.00,      1187.60
N,EQ,INDIGO,INTERGLOBE AVIATION LTD,      4733.50,      4746.50,      4855.50,      4746.50,      4845.00,               2453996049.00,509638,Y, ,45272,      5970.00,      3895.20
N,EQ,INFY,INFOSYS LIMITED,      1060.00,      1054.90,      1063.60,      1048.60,      1058.60,               5773984143.00,5469865,Y, ,91857,      1728.00,       982.40
N,EQ,ITC,ITC LTD,       264.15,       264.80,       268.50,       264.10,       266.20,               3556847137.80,13365227,Y, ,102348,       426.40,       255.50
N,EQ,JIOFIN,JIO FIN SERVICES LTD,       224.84,       225.00,       230.36,       225.00,       229.30,               2813592840.15,12303050,Y, ,63175,       321.60,       223.30
N,EQ,JSWSTEEL,JSW STEEL LIMITED,      1248.90,      1248.90,      1260.00,      1242.10,      1253.40,               1690252268.80,1351578,Y, ,27394,      1351.00,      1073.20
N,EQ,KOTAKBANK,KOTAK MAHINDRA BANK LTD,       415.00,       415.00,       417.60,       412.50,       416.50,               4762206596.75,11475105,Y, ,201735,      2266.00,       345.50
N,EQ,LT,LARSEN & TOUBRO LTD.,      3807.70,      3811.00,      3875.00,      3811.00,      3836.20,               5082322792.50,1319415,Y, ,76817,      4440.00,      3288.10
N,EQ,M&M,MAHINDRA & MAHINDRA LTD,      3070.00,      3047.00,      3127.80,      3047.00,      3076.50,               5817485603.50,1875308,Y, ,114634,      3839.90,      2896.00
N,EQ,MARUTI,MARUTI SUZUKI INDIA LTD.,     12166.00,     12165.00,     12409.00,     12127.00,     12338.00,               3068415009.00,249064,Y, ,45489,     17370.00,     12127.00
N,EQ,MAXHEALTH,MAX HEALTHCARE INS LTD,      1025.00,      1022.10,      1045.70,      1021.10,      1037.00,               1158522916.30,1117711,Y, ,25298,      1221.90,       903.00
N,EQ,NESTLEIND,NESTLE INDIA LIMITED,      1384.50,      1384.50,      1391.70,      1370.10,      1370.60,               1491497641.10,1082694,Y, ,64382,      1553.00,      1145.00
N,EQ,NTPC,NTPC LTD,       327.00,       327.80,       331.30,       327.20,       329.60,               1842110336.75,5589949,Y, ,77440,       414.40,       315.55
N,EQ,ONGC,OIL AND NATURAL GAS CORP.,       236.80,       235.10,       235.65,       231.25,       232.43,               2574007854.42,11062410,Y, ,82964,       307.50,       227.65
N,EQ,POWERGRID,POWER GRID CORP. LTD.,       262.80,       263.50,       265.70,       263.25,       263.75,               1728583901.75,6533662,Y, ,65126,       324.95,       250.00
N,EQ,RELIANCE,RELIANCE INDUSTRIES LTD,      1240.00,      1244.80,      1253.40,      1238.50,      1243.90,               9647521841.30,7752895,Y, ,158694,      1611.80,      1235.30
N,EQ,SBILIFE,SBI LIFE INSURANCE CO LTD,      1697.90,      1693.00,      1771.10,      1689.00,      1766.90,               3080597256.50,1760558,Y, ,64307,      2132.00,      1652.90
N,EQ,SBIN,STATE BANK OF INDIA,       991.40,       991.20,      1000.90,       985.20,       988.70,               8539235534.70,8624398,Y, ,178451,      1234.70,       821.10
N,EQ,SHRIRAMFIN,SHRIRAM FINANCE LIMITED,       979.00,       979.00,      1005.50,       978.30,       995.00,               4258544917.90,4285999,Y, ,71134,      1153.70,       603.15
N,EQ,SUNPHARMA,SUN PHARMACEUTICAL IND L,      1853.50,      1853.50,      1867.30,      1847.40,      1867.30,               2560315081.20,1377506,Y, ,71633,      2046.90,      1548.00
N,EQ,TATACONSUM,TATA CONSUMER PRODUCT LTD,      1000.10,      1003.10,      1020.30,       999.00,      1013.70,               1990937979.30,1966538,Y, ,63945,      1282.70,       986.00
N,EQ,TATASTEEL,TATA STEEL LIMITED,       183.00,       183.00,       189.49,       182.87,       187.29,               5457511338.49,29397693,Y, ,114690,       224.40,       160.06
